customer_id,age,city,operator,network_type,account_type,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,international_minutes,roaming_voice_minutes,monthly_sms,roaming_data_gb,monthly_recharge,churn
CUST04051,41.68052404996866,Hyderabad,Airtel,5G,Family,88.08206470701549,15.99,0.533,49.76,3.19,330.65,221,107,114,21.94,15.24,122,1.54,941.62,0
CUST04052,35.659785350470074,Mumbai,Airtel,5G,Individual,79.41511988194618,25.86,0.862,61.87,2.88,196.38,110,59,51,21.42,12.12,69,4.45,728.3,0
CUST04053,42.085632438842254,Hyderabad,Jio,4G,Individual,83.56271043285338,18.91,0.63,56.43,4.4,173.8,124,66,58,19.09,1.83,85,1.18,545.19,0
CUST04054,30.89096543054708,Mumbai,Vi,5G,Individual,40.45301368662639,16.62,0.554,35.6,0.87,96.92,43,26,17,1.79,1.37,65,4.31,653.84,0
CUST04055,38.12896873706576,Hyderabad,Vi,4G,Individual,48.27573457808049,13.97,0.466,41.51,2.35,805.42,435,278,157,90.78,58.89,72,0.92,486.61,1
CUST04056,26.637199186078853,Chennai,Vi,4G,Individual,118.81376594787542,2.24,0.075,5.84,0.3,67.76,35,20,15,3.49,0.43,34,0.66,148.74,1
CUST04057,33.67560581528108,Gurugram,Vi,5G,Individual,109.9362066162272,18.76,0.625,56.97,2.9,931.45,468,183,285,27.99,6.18,76,3.88,720.66,1
CUST04058,23.34841834473483,Pune,Vi,5G,Individual,51.4761216151576,1.12,0.037,3.48,0.2,49.14,34,16,18,1.33,3.31,29,0.27,178.62,1
CUST04059,43.307949626736,Pune,Airtel,5G,Business,55.27582389581016,4.55,0.152,7.99,0.36,755.97,321,155,166,76.47,56.01,88,0.51,657.74,0
CUST04060,42.72115318854379,Mumbai,Jio,5G,Individual,84.46970807163422,57.26,1.909,102.76,10.07,86.33,62,36,26,4.15,3.36,116,4.54,1099.0,0
CUST04061,18.0,Noida,Airtel,5G,Individual,118.49629365537076,10.65,0.355,28.51,1.58,292.87,181,108,73,27.65,18.95,92,1.87,268.26,0
CUST04062,18.0,Noida,Jio,5G,Individual,8.495964396821238,2.35,0.078,6.15,0.15,28.64,14,8,6,0.7,0.85,41,0.41,181.94,0
CUST04063,28.51568595517069,Pune,Airtel,5G,Family,53.45000132289852,4.25,0.142,10.82,0.27,607.43,311,171,140,14.71,25.04,75,0.75,566.73,1
CUST04064,31.021297012054223,Delhi,Jio,5G,Individual,67.51057721297349,16.17,0.539,54.35,1.32,413.16,204,109,95,47.67,14.34,76,3.71,597.37,0
CUST04065,23.92196263939592,Lucknow,Airtel,4G,Individual,58.98043106768108,7.96,0.265,27.28,0.48,841.36,563,276,287,17.18,13.38,72,0.02,563.39,0
CUST04066,30.08501009086896,Gurugram,BSNL,5G,Individual,45.46998630482914,2.48,0.083,4.18,0.42,168.24,82,44,38,11.38,9.23,36,0.48,227.02,1
CUST04067,34.81534357338778,Kolkata,Airtel,5G,Individual,43.97092170259441,1.06,0.035,2.65,0.19,90.74,93,59,34,2.85,2.08,39,0.13,217.52,0
CUST04068,18.0,Gurugram,Jio,5G,Family,37.265436191201054,9.53,0.318,32.88,1.24,371.27,233,128,105,7.8,28.56,123,0.25,911.91,0
CUST04069,24.981635712664566,Mumbai,Airtel,5G,Individual,53.256652345054185,39.66,1.322,71.66,11.78,97.13,84,42,42,1.93,0.46,84,1.77,588.0,0
CUST04070,36.549343531169534,Chennai,Jio,5G,Individual,54.6237408502256,3.2,0.107,6.96,0.76,789.65,380,214,166,25.49,12.61,93,0.22,594.75,1
CUST04071,22.618402111648475,Delhi,Vi,4G,Individual,27.30158205545782,9.69,0.323,15.04,2.07,233.13,133,62,71,2.47,4.36,76,2.12,498.37,0
CUST04072,50.19263612071751,Noida,BSNL,4G,Family,60.78773188872057,32.83,1.094,70.34,8.7,240.46,102,58,44,8.08,13.6,69,6.98,810.05,0
CUST04073,18.0,Pune,Vi,4G,Individual,39.380023342363415,35.78,1.193,94.29,5.87,263.56,98,49,49,13.09,14.25,71,1.24,795.01,1
CUST04074,27.600971661060218,Chennai,Airtel,4G,Family,29.857974001412465,33.1,1.103,53.81,6.3,44.39,28,15,13,1.07,1.57,73,3.46,681.07,0
CUST04075,37.275482204050256,Kolkata,Airtel,5G,Business,22.80554003684398,14.41,0.48,39.9,2.48,15.88,7,3,4,1.48,0.7,68,1.04,710.57,0
CUST04076,21.85922580121309,Lucknow,Jio,5G,Individual,6.719012874204697,52.99,1.766,128.7,7.38,126.89,90,44,46,3.61,2.61,70,10.04,670.46,0
CUST04077,20.581726035659525,Kolkata,Jio,5G,Business,25.876847301544835,11.01,0.367,35.82,2.09,510.37,381,205,176,32.98,35.41,100,0.22,427.24,0
CUST04078,30.45300748234542,Delhi,Airtel,4G,Individual,38.66474437729008,5.52,0.184,10.32,0.7,264.83,112,54,58,16.73,3.08,79,0.01,352.53,0
CUST04079,21.79098111444214,Delhi,Jio,5G,Individual,108.82320459273708,2.93,0.098,8.82,0.58,597.71,211,106,105,54.55,3.57,90,0.47,585.12,0
CUST04080,34.610863368071094,Kolkata,Jio,5G,Individual,39.67488560175771,2.34,0.078,6.72,0.35,192.21,71,37,34,6.35,6.62,41,0.28,219.37,0
CUST04081,50.82238557604923,Delhi,Jio,5G,Individual,30.08199492306288,47.49,1.583,129.09,7.64,96.32,52,34,18,11.34,5.14,78,12.25,779.42,0
CUST04082,46.68045944496009,Chennai,Jio,4G,Individual,35.30187483344337,1.14,0.038,2.23,0.22,223.42,209,107,102,23.15,13.0,25,0.21,219.1,0
CUST04083,32.06417666696223,Chennai,Jio,4G,Individual,68.32522743446198,39.0,1.3,77.03,2.88,39.3,19,9,10,1.16,1.22,73,10.5,764.36,0
CUST04084,33.467295286011904,Noida,Jio,5G,Individual,89.80745715061765,58.79,1.96,204.32,5.02,273.84,98,56,42,22.3,8.13,66,14.32,726.02,0
CUST04085,31.561897775461528,Gurugram,Jio,5G,Individual,108.1716958233033,1.46,0.049,5.01,0.4,167.41,94,37,57,8.31,2.72,35,0.34,190.69,0
CUST04086,21.58560729142472,Mumbai,Airtel,4G,Individual,22.36823635015801,0.72,0.024,2.28,0.16,53.48,20,11,9,1.89,1.04,32,0.03,208.75,0
CUST04087,18.0,Pune,Airtel,4G,Individual,27.82201070125479,5.81,0.194,14.27,1.09,14.34,6,3,3,1.33,0.04,34,1.69,197.78,0
CUST04088,25.982186866088604,Hyderabad,Airtel,5G,Individual,7.897834830465971,35.11,1.17,80.94,6.49,389.81,158,76,82,32.41,7.41,68,7.36,647.17,0
CUST04089,37.96425768660476,Lucknow,Airtel,5G,Individual,47.25969369702979,1.01,0.034,2.55,0.29,940.99,657,289,368,63.19,37.76,64,0.02,644.29,0
CUST04090,37.48364672720447,Gurugram,BSNL,4G,Business,50.558518386857685,1.51,0.05,4.31,0.11,8.69,2,1,1,0.35,0.64,30,0.29,261.78,0
CUST04091,38.49014558073646,Mumbai,Airtel,5G,Individual,56.256266363200375,46.06,1.535,109.66,2.33,131.9,136,85,51,12.8,1.07,73,9.9,730.22,0
CUST04092,20.567220972588725,Pune,Jio,5G,Individual,83.35261285648343,1.8,0.06,3.2,0.2,548.32,369,209,160,63.68,2.26,86,0.43,412.79,0
CUST04093,30.968164225416885,Noida,Vi,5G,Individual,102.00253945933662,2.79,0.093,9.65,0.39,295.88,256,133,123,9.84,10.08,106,0.74,484.59,0
CUST04094,28.63165032292867,Hyderabad,Vi,4G,Individual,50.34412399229248,33.63,1.121,105.44,8.15,212.23,211,113,98,22.62,10.79,126,3.4,1056.67,0
CUST04095,50.3725275572403,Gurugram,Jio,4G,Individual,33.49779832620047,2.58,0.086,5.42,0.31,188.8,101,48,53,20.88,0.24,96,0.33,515.37,0
CUST04096,29.484545567793223,Gurugram,Airtel,4G,Individual,29.20384687535818,5.01,0.167,9.64,1.31,58.33,32,17,15,4.16,0.13,96,1.03,381.05,0
CUST04097,28.750999141111983,Hyderabad,Jio,5G,Family,43.59313118092655,3.53,0.118,9.83,0.48,58.41,25,11,14,1.21,4.21,19,0.17,192.93,1
CUST04098,45.04453507141471,Kolkata,Jio,5G,Family,24.583914599811227,1.62,0.054,4.05,0.42,97.9,54,28,26,7.43,5.72,35,0.19,166.35,0
CUST04099,18.0,Delhi,Airtel,5G,Individual,27.650160899396443,15.02,0.501,27.19,0.98,227.95,112,46,66,22.4,16.05,85,2.53,394.86,0
CUST04100,28.6841252746391,Hyderabad,Airtel,5G,Family,19.23708287488919,3.35,0.112,8.17,0.37,138.83,61,37,24,1.45,2.97,34,0.31,151.46,1
CUST04101,31.81249039908006,Mumbai,Jio,4G,Individual,21.856934551056764,45.93,1.531,116.47,6.6,12.53,5,2,3,0.31,0.18,73,5.0,527.84,0
CUST04102,35.81741203728205,Mumbai,Jio,5G,Individual,18.21582985726545,12.26,0.409,39.71,2.16,497.03,223,143,80,7.97,33.05,93,0.78,382.98,0
CUST04103,59.86673900395795,Delhi,Jio,5G,Individual,114.8799881693819,6.56,0.219,18.58,0.47,119.76,47,27,20,13.74,7.37,91,1.88,498.07,0
CUST04104,18.0,Mumbai,Jio,5G,Individual,35.63170746307342,3.12,0.104,5.45,0.93,25.0,30,13,17,0.51,1.59,30,0.89,227.31,0
CUST04105,41.98567231125791,Noida,Vi,4G,Family,37.662333004765856,13.26,0.442,24.37,1.59,524.97,212,111,101,16.53,30.02,87,2.98,421.48,0
CUST04106,28.31340942886311,Bengaluru,Airtel,4G,Business,82.00551566385651,14.65,0.488,35.22,2.95,117.89,76,41,35,6.14,5.21,65,2.93,676.03,0
CUST04107,20.115037269427887,Gurugram,Jio,4G,Individual,34.43053566244871,7.89,0.263,13.07,1.99,303.22,131,78,53,31.44,5.74,131,1.42,757.17,1
CUST04108,40.59806592020831,Delhi,Vi,5G,Individual,43.8983628706661,1.89,0.063,4.68,0.17,45.29,32,17,15,0.94,2.13,48,0.46,263.15,0
CUST04109,23.37266383711301,Mumbai,BSNL,5G,Individual,86.2110973264179,6.09,0.203,11.68,0.42,304.99,169,81,88,15.64,4.82,83,0.06,576.94,0
CUST04110,35.313287487062226,Lucknow,Airtel,5G,Individual,46.221373780035854,21.29,0.71,36.4,3.76,33.09,14,9,5,3.22,0.56,70,0.64,714.28,0
CUST04111,42.04562655818634,Lucknow,Airtel,4G,Individual,67.94042255125832,18.14,0.605,61.62,0.91,84.76,52,32,20,9.81,4.01,64,0.99,721.99,0
CUST04112,27.90716321520033,Pune,Jio,4G,Individual,12.138603531869236,2.49,0.083,7.46,0.51,297.34,128,54,74,4.53,3.24,80,0.3,383.23,0
CUST04113,18.0,Lucknow,Jio,5G,Individual,32.52096868991601,2.3,0.077,3.71,0.16,49.9,27,14,13,4.55,3.01,38,0.44,170.16,0
CUST04114,19.35335091716912,Mumbai,Jio,4G,Business,82.0438095336635,2.07,0.069,6.05,0.4,10.53,5,3,2,1.17,0.35,28,0.02,225.32,0
CUST04115,34.2543194198202,Mumbai,Jio,5G,Individual,120.0,64.77,2.159,112.87,8.81,50.81,20,10,10,2.38,1.48,76,6.54,691.0,0
CUST04116,18.0,Hyderabad,Airtel,5G,Business,78.50720750847721,5.93,0.198,8.95,0.87,241.73,170,91,79,27.51,3.13,75,1.24,375.08,0
CUST04117,18.0,Pune,Jio,4G,Individual,34.43542559390214,29.24,0.975,45.19,5.29,267.96,98,47,51,17.37,11.29,135,2.61,905.54,0
CUST04118,20.851484353640068,Lucknow,Airtel,5G,Individual,22.874936742656164,10.27,0.342,28.36,2.35,138.12,94,61,33,9.85,6.94,79,2.83,353.55,0
CUST04119,39.23689114663896,Bengaluru,Jio,5G,Individual,26.71297909388028,5.55,0.185,9.52,1.0,51.41,30,16,14,1.83,0.57,44,0.38,273.33,0
CUST04120,54.11591002247788,Noida,BSNL,5G,Business,37.07812646208054,44.23,1.474,151.03,4.62,193.86,118,63,55,16.13,8.84,57,6.67,587.32,0
CUST04121,18.0,Gurugram,Vi,5G,Family,89.50898988531996,4.51,0.15,9.1,1.13,270.99,110,70,40,15.91,8.49,74,0.85,373.37,0
CUST04122,32.38346551561599,Pune,Airtel,5G,Individual,57.63031479590487,8.28,0.276,19.58,1.72,118.1,52,30,22,2.93,0.66,76,1.49,436.81,0
CUST04123,23.1009153924204,Pune,Airtel,5G,Individual,51.77160428845474,10.97,0.366,16.8,2.18,68.48,21,10,11,5.99,4.38,63,0.99,628.68,1
CUST04124,35.98021720918991,Mumbai,Airtel,5G,Family,98.78940358049788,18.09,0.603,40.77,3.87,125.99,106,50,56,8.34,9.16,131,3.89,871.05,0
CUST04125,39.36354841509085,Lucknow,Jio,4G,Family,3.356402568358936,9.52,0.317,17.59,1.37,439.56,382,191,191,38.66,8.68,71,0.42,541.5,0
CUST04126,30.41490097295179,Lucknow,Jio,5G,Individual,26.82282559002902,44.96,1.499,123.32,11.08,95.31,63,42,21,5.08,6.45,77,12.24,694.02,0
CUST04127,28.10614860448417,Lucknow,Airtel,5G,Individual,53.5848546494594,43.46,1.449,138.1,8.12,76.0,48,23,25,8.59,1.33,65,11.73,648.54,0
CUST04128,19.616772738011388,Kolkata,Vi,5G,Individual,42.98495398876808,21.5,0.717,40.22,4.9,643.58,395,233,162,7.15,43.16,114,1.95,861.0,0
CUST04129,18.0,Kolkata,Vi,4G,Family,65.27148174380223,9.89,0.33,26.4,2.7,349.03,387,190,197,5.38,21.69,90,1.65,497.45,0
CUST04130,22.983868788251662,Mumbai,Airtel,5G,Individual,64.9794518710624,2.44,0.081,8.27,0.6,130.94,57,27,30,14.34,1.19,42,0.0,181.02,0
CUST04131,18.0,Mumbai,Vi,5G,Individual,50.1153948071072,9.83,0.328,21.62,1.28,490.34,183,82,101,41.82,22.09,89,2.61,382.6,0
CUST04132,27.99975794640168,Delhi,Jio,5G,Family,38.921714313216384,0.5,0.017,0.91,0.14,60.19,29,17,12,5.6,1.11,31,0.05,181.53,0
CUST04133,33.008622632023176,Pune,Airtel,4G,Family,92.06881251451806,55.81,1.86,137.19,14.41,224.0,88,45,43,5.42,13.81,55,0.99,687.34,0
CUST04134,32.90010848472389,Noida,Airtel,4G,Individual,38.051142017414094,23.88,0.796,37.33,2.5,122.88,75,31,44,12.39,9.54,52,4.17,613.75,0
CUST04135,29.03088001971324,Bengaluru,Jio,4G,Individual,38.44399886133059,18.23,0.608,63.22,4.41,124.79,99,52,47,4.54,1.93,78,2.47,622.64,0
CUST04136,34.76528575701795,Chennai,Airtel,5G,Family,19.088327311863523,1.01,0.034,1.72,0.25,109.68,63,29,34,8.56,4.28,34,0.08,228.3,0
CUST04137,26.96630412259409,Delhi,Airtel,5G,Family,46.521298926011696,33.1,1.103,52.14,5.67,122.72,90,46,44,10.13,9.37,56,9.14,567.79,0
CUST04138,26.863716784652635,Gurugram,Airtel,5G,Individual,62.61779383525284,9.27,0.309,31.52,0.9,189.83,79,40,39,15.46,6.64,96,0.07,404.63,0
CUST04139,18.0,Pune,Jio,4G,Individual,30.42969442019408,47.51,1.584,128.19,9.21,87.4,52,30,22,2.07,1.84,70,8.51,711.73,0
CUST04140,18.0,Lucknow,Airtel,5G,Individual,43.32020780991416,32.67,1.089,95.48,3.09,110.86,27,14,13,6.21,4.82,76,8.27,815.89,1
CUST04141,31.30730459767835,Delhi,Airtel,5G,Family,39.03613573285226,21.28,0.709,50.99,4.16,375.12,131,69,62,43.58,20.88,97,3.79,432.46,0
CUST04142,21.13494233702918,Chennai,Jio,5G,Individual,91.09013642909848,2.74,0.091,6.36,0.31,108.51,39,21,18,2.47,6.81,35,0.82,261.29,0
CUST04143,42.81572715444837,Gurugram,Vi,5G,Individual,41.15744397051377,1.49,0.05,5.0,0.28,100.3,53,30,23,1.88,6.18,41,0.13,216.82,0
CUST04144,44.72700471987076,Lucknow,BSNL,5G,Individual,64.49028022939466,15.27,0.509,38.59,3.62,368.67,144,79,65,19.31,6.12,73,0.16,642.12,0
CUST04145,35.209845259278104,Bengaluru,Jio,5G,Family,31.636758328336,37.97,1.266,75.37,4.53,531.06,244,126,118,50.0,26.96,134,9.71,938.58,0
CUST04146,42.20478507862309,Chennai,Jio,5G,Family,34.77389551629185,21.11,0.704,66.24,1.41,92.68,40,25,15,3.37,7.17,84,5.24,769.51,1
CUST04147,32.00373892840197,Chennai,Jio,4G,Individual,32.11795839999245,1.52,0.051,2.48,0.46,135.12,57,35,22,13.06,9.84,29,0.14,186.28,0
CUST04148,20.000627885199897,Delhi,Airtel,5G,Family,95.13643433884722,4.01,0.134,7.1,0.78,288.58,122,62,60,5.62,10.95,86,0.88,427.68,0
CUST04149,44.952953586419184,Mumbai,Airtel,5G,Individual,34.46458821240342,16.56,0.552,37.24,2.09,77.05,38,19,19,1.15,2.7,78,1.47,645.61,0
CUST04150,31.01161896764074,Lucknow,Airtel,5G,Individual,28.64131035919577,2.96,0.099,5.04,0.58,677.06,381,202,179,24.58,33.1,82,0.11,669.56,0
CUST04151,29.303720399760188,Gurugram,Airtel,5G,Business,53.469347634353326,2.55,0.085,8.9,0.47,90.75,33,18,15,8.47,3.01,25,0.33,146.94,0
CUST04152,31.7442617395204,Kolkata,Jio,5G,Individual,51.94641133561435,1.54,0.051,4.65,0.23,88.33,44,27,17,3.08,0.49,41,0.42,245.77,0
CUST04153,35.96139857847869,Kolkata,Jio,5G,Individual,106.22865825114252,65.28,2.176,102.71,10.25,67.16,20,11,9,7.24,3.52,69,19.07,769.01,0
CUST04154,23.91279877933806,Bengaluru,Jio,5G,Individual,46.919594434918096,3.16,0.105,7.46,0.33,159.16,93,51,42,10.11,3.61,77,0.75,311.79,0
CUST04155,18.17337267739025,Chennai,Airtel,5G,Individual,66.85200174218635,10.7,0.357,23.83,0.65,113.13,72,40,32,4.6,2.21,84,2.57,399.63,0
CUST04156,40.19787027673339,Pune,Vi,5G,Business,34.47933395693892,3.14,0.105,7.91,0.43,16.42,6,3,3,0.86,0.5,31,0.75,189.88,0
CUST04157,39.81943264037891,Noida,Vi,5G,Family,36.49032610206949,15.16,0.505,46.93,3.23,184.92,90,56,34,14.2,4.63,94,2.52,436.58,0
CUST04158,31.6587067866727,Gurugram,Vi,5G,Individual,17.969561417775854,10.58,0.353,32.02,1.16,492.73,284,149,135,22.57,4.41,83,2.44,545.32,0
CUST04159,29.282489678533832,Gurugram,Airtel,4G,Individual,23.056672848673024,21.99,0.733,46.36,1.28,277.92,130,65,65,20.71,5.9,141,4.24,1173.92,0
CUST04160,31.706224513832453,Kolkata,Jio,4G,Individual,35.312698547929415,39.8,1.327,100.13,11.02,134.77,129,64,65,7.35,4.78,88,3.68,695.86,1
CUST04161,28.086690587044828,Hyderabad,BSNL,4G,Individual,10.468867537969937,1.52,0.051,3.79,0.32,181.32,101,58,43,15.77,9.39,96,0.06,429.2,0
CUST04162,40.67181062702774,Noida,Airtel,5G,Individual,104.9293390106844,7.76,0.259,25.01,2.2,29.56,16,7,9,2.42,2.19,28,1.29,232.94,0
CUST04163,23.64123899405029,Mumbai,Jio,4G,Individual,29.51419737695231,10.69,0.356,26.3,1.75,262.57,153,81,72,18.5,3.88,99,1.14,429.09,1
CUST04164,22.400494691722585,Pune,Airtel,5G,Individual,112.72211112403296,5.96,0.199,9.61,1.7,260.25,206,109,97,16.11,14.31,95,1.36,353.86,0
CUST04165,49.37594428730847,Bengaluru,Jio,5G,Individual,25.672018259364886,44.88,1.496,139.47,10.1,208.07,91,43,48,3.18,8.71,84,1.7,557.08,0
CUST04166,43.109825018918094,Bengaluru,Jio,5G,Individual,70.86179504691059,11.42,0.381,36.97,1.85,17.77,9,4,5,0.42,1.25,103,2.7,351.2,1
CUST04167,25.10336099500363,Pune,Airtel,5G,Individual,100.44338155354832,1.92,0.064,5.78,0.22,247.04,100,50,50,16.05,5.66,29,0.26,210.09,0
CUST04168,35.02204096635794,Chennai,Vi,5G,Individual,95.68520641054552,2.22,0.074,4.9,0.45,91.07,41,18,23,8.01,4.81,36,0.63,205.45,0
CUST04169,22.87318599407069,Lucknow,Airtel,4G,Individual,66.19471275824677,22.81,0.76,69.81,3.54,191.8,101,52,49,20.83,12.7,92,2.72,404.63,0
CUST04170,30.679653392758123,Gurugram,Vi,5G,Individual,32.195135305577814,2.41,0.08,4.16,0.31,60.83,27,16,11,2.09,2.15,32,0.11,195.26,0
CUST04171,27.36097370980464,Delhi,Vi,5G,Individual,23.73571662366901,1.53,0.051,2.76,0.37,21.04,8,4,4,2.01,0.87,32,0.4,175.77,0
CUST04172,31.540010044597217,Pune,Jio,4G,Individual,12.486444178802373,17.19,0.573,38.07,0.99,337.59,101,53,48,17.15,4.71,107,4.71,983.35,0
CUST04173,44.562849576086,Lucknow,Airtel,5G,Individual,51.40416982915784,5.16,0.172,8.2,0.53,419.77,189,87,102,40.51,5.58,92,1.4,377.55,0
CUST04174,36.675590052271176,Hyderabad,Jio,4G,Individual,74.81904094485091,11.0,0.367,31.35,2.55,86.11,34,16,18,8.17,3.1,88,3.24,393.8,0
CUST04175,25.299748505555023,Kolkata,Airtel,5G,Individual,120.0,1.31,0.044,2.64,0.2,430.24,253,162,91,41.48,20.25,66,0.28,532.95,0
CUST04176,30.89836324557935,Lucknow,Airtel,5G,Individual,36.14067270494112,20.35,0.678,43.31,3.97,356.48,290,146,144,16.74,13.58,129,0.38,997.56,0
CUST04177,40.21759459112953,Lucknow,Jio,4G,Family,48.51119233286661,28.95,0.965,68.19,2.23,26.83,13,8,5,1.16,1.67,76,3.99,712.3,0
CUST04178,26.581327683408592,Gurugram,Vi,4G,Business,93.73200043028017,4.22,0.141,9.11,0.59,613.63,417,210,207,39.3,11.92,72,0.24,619.7,0
CUST04179,18.0,Hyderabad,Airtel,5G,Individual,33.341530670308,3.02,0.101,8.16,0.32,66.63,28,17,11,3.22,4.08,107,0.36,435.96,0
CUST04180,18.0,Delhi,Jio,4G,Individual,57.69905813104293,9.48,0.316,32.95,1.64,149.92,67,39,28,5.36,1.63,81,0.96,462.66,1
CUST04181,18.0,Noida,Vi,5G,Individual,70.76273886667866,7.08,0.236,20.52,2.09,224.11,97,53,44,21.26,5.71,75,0.32,268.6,0
CUST04182,20.75375287227965,Delhi,Airtel,5G,Individual,65.16718607503415,57.09,1.903,136.9,15.55,128.11,62,35,27,2.91,3.82,80,2.28,722.19,0
CUST04183,31.891062819804134,Noida,Jio,5G,Individual,16.052145187501598,38.68,1.289,61.68,4.1,23.19,14,7,7,1.96,1.16,59,11.18,525.22,0
CUST04184,22.15145758598964,Noida,Jio,5G,Individual,52.24111564336194,9.89,0.33,34.33,1.5,70.03,51,26,25,7.21,0.27,95,2.78,455.23,0
CUST04185,40.82935243983198,Gurugram,Airtel,5G,Individual,110.79404597023918,0.5,0.017,1.58,0.04,61.43,31,16,15,5.17,1.55,27,0.04,223.55,1
CUST04186,27.48260865221729,Mumbai,Jio,5G,Individual,58.01324812809087,53.19,1.773,139.37,11.01,59.63,39,23,16,6.85,3.52,75,0.04,653.56,0
CUST04187,31.726577148649227,Chennai,Airtel,4G,Individual,91.0185212484287,1.16,0.039,3.4,0.31,55.66,20,12,8,5.12,3.67,48,0.26,166.99,0
CUST04188,29.60716969228876,Bengaluru,Airtel,4G,Family,20.00015675780664,30.53,1.018,56.99,3.96,214.56,68,38,30,2.98,16.49,86,3.97,612.5,0
CUST04189,41.95497950422708,Lucknow,Jio,5G,Family,46.585424804573286,23.93,0.798,47.38,4.7,89.26,81,40,41,9.48,7.09,76,4.83,763.03,0
CUST04190,32.547952246197575,Gurugram,Jio,5G,Individual,43.44765587595154,49.78,1.659,150.55,5.41,103.6,49,21,28,6.12,1.04,80,4.66,639.51,0
CUST04191,29.6563693604874,Lucknow,Jio,5G,Individual,47.60667134324795,10.61,0.354,35.69,1.0,419.45,327,186,141,7.91,9.86,87,2.71,448.75,0
CUST04192,31.218755949541613,Gurugram,Airtel,4G,Business,90.3237527624922,16.59,0.553,46.74,2.03,757.11,381,168,213,9.64,54.35,75,1.82,715.87,0
CUST04193,20.70348925863401,Lucknow,BSNL,5G,Family,41.349083815033104,13.46,0.449,36.75,3.91,65.32,43,23,20,4.88,3.53,96,0.16,539.17,0
CUST04194,24.05110021822921,Pune,Vi,5G,Individual,58.72854411032649,17.88,0.596,62.28,4.89,77.6,43,24,19,4.64,1.18,87,1.87,692.47,0
CUST04195,27.1150264100486,Chennai,Jio,5G,Family,8.99015809480215,16.67,0.556,37.09,3.47,48.2,38,20,18,2.28,0.73,65,4.51,858.1,0
CUST04196,33.51504024826189,Mumbai,Vi,5G,Individual,52.49998488887616,3.39,0.113,8.39,0.63,80.69,60,25,35,7.26,0.1,40,0.01,217.49,1
CUST04197,31.11552582516249,Noida,Airtel,4G,Family,63.51343957590815,7.51,0.25,22.4,2.0,90.31,50,29,21,9.8,1.28,36,0.61,188.16,0
CUST04198,27.254128830974704,Mumbai,Airtel,5G,Individual,24.3329547389749,9.36,0.312,25.32,2.56,71.1,43,23,20,3.73,0.76,93,2.71,400.95,0
CUST04199,27.63018965693053,Noida,Vi,5G,Individual,23.23251264990761,7.08,0.236,14.2,0.82,191.83,100,43,57,3.85,12.77,95,1.52,432.17,0
CUST04200,39.00277295517847,Delhi,Jio,4G,Individual,63.77281603262956,16.48,0.549,56.47,2.57,24.23,7,4,3,0.48,1.68,67,2.64,523.52,1
CUST04201,24.46087925489768,Hyderabad,Airtel,5G,Individual,48.26398431488851,1.62,0.054,4.72,0.25,231.67,137,76,61,22.49,7.8,75,0.48,452.99,0
CUST04202,40.50779853241923,Delhi,Jio,4G,Family,40.8213952501004,2.23,0.074,4.75,0.13,17.31,7,3,4,1.42,0.51,31,0.66,151.79,0
CUST04203,41.10298575897913,Delhi,Jio,5G,Individual,87.82711659556986,1.57,0.052,5.38,0.33,92.42,66,35,31,6.3,4.98,39,0.21,137.8,0
CUST04204,48.887756363740856,Hyderabad,Airtel,5G,Individual,18.146608005938383,28.06,0.935,42.46,5.54,247.24,145,75,70,16.16,4.35,139,6.91,909.39,0
CUST04205,22.1701180927956,Bengaluru,Jio,5G,Individual,57.72672754620804,0.42,0.014,0.64,0.13,30.25,14,9,5,2.16,0.81,26,0.07,205.11,0
CUST04206,18.0,Chennai,Jio,5G,Family,120.0,4.24,0.141,11.03,0.99,250.69,132,59,73,29.62,7.73,87,0.68,321.69,0
CUST04207,26.82349968448648,Bengaluru,Airtel,5G,Individual,51.91102393116978,77.87,2.596,153.58,21.92,91.12,46,21,25,5.83,4.81,62,1.41,959.12,1
CUST04208,27.67550953176295,Chennai,Jio,5G,Individual,44.88348354144004,9.19,0.306,28.49,1.73,191.35,106,51,55,19.12,5.76,87,1.47,484.58,0
CUST04209,22.01147592057896,Chennai,Jio,5G,Individual,34.860122430555606,2.72,0.091,8.94,0.78,47.87,24,12,12,5.53,2.94,31,0.6,151.94,0
CUST04210,37.1480594470478,Noida,Jio,5G,Individual,10.479819718744416,0.42,0.014,1.4,0.13,94.46,94,50,44,8.79,3.92,27,0.02,180.95,0
CUST04211,18.0,Pune,Vi,5G,Individual,43.352093519347285,4.28,0.143,10.55,0.63,48.37,26,14,12,5.31,1.35,28,1.04,128.09,0
CUST04212,33.003743856898936,Pune,Jio,5G,Business,26.414546361223387,35.6,1.187,107.62,9.25,131.65,51,29,22,13.11,0.38,52,4.94,695.99,0
CUST04213,34.185100980978675,Mumbai,Jio,5G,Individual,54.01105575536442,5.07,0.169,8.54,1.31,421.03,331,178,153,24.2,18.4,86,0.75,346.93,0
CUST04214,44.9652562933293,Noida,Vi,5G,Business,26.687258311049668,0.48,0.016,1.35,0.14,38.46,17,10,7,3.81,1.98,27,0.1,183.81,1
